col_0,col_1,N,(%)
,1: Like a lot,23,7.5
,2: Like somewhat,37,12.5
,3: Like somewhat,52,17.3
,4: Don’t like at all,122,40.6
,8: No response,66,22.1
,Total,300,100.0
