col_0,col_1,N,(%)
,1: Village,17983,74.2
,"2: Town (50,000-1 lakh )",2277,9.4
,3: Small City ( 1-5 lakh),1209,5.0
,4: Big City (5-10 lakh),976,4.0
,5: Metropolitan City (Above 10 lakh),1790,7.4
,Total,24235,100.0
