col_0,col_1,N,(%),Valid (%)
Valid,1: Fully support,100,8.9,13.5
,2: Somewhat support,68,6.1,9.2
,3: Somewhat oppose,86,7.7,11.6
,4: Fully oppose,436,38.9,58.8
,8: No response,51,4.6,6.9
,Total,741,66.1,100.0
Missing,9: N.A.,380,33.9,
Total,,1121,100.0,
