col_0,col_1,N,(%)
,1: Pure vegetarian,2777,27.7
,2: Vegetarian but eat eggs,1137,11.4
,3: Meat/fish eater (Non-veg),5705,57.0
,8: No response,391,3.9
,Total,10010,100.0
