col_0,col_1,N,(%)
,1: Like a lot,146,46.2
,2: Like somewhat,48,15.1
,3: Like somewhat,69,21.7
,4: Don’t like at all,50,15.7
,8: No response,4,1.2
,Total,317,100.0
