col_0,col_1,N,(%)
,1: Like a lot,106,33.4
,2: Like somewhat,60,18.9
,3: Like somewhat,95,30.0
,4: Don’t like at all,38,12.1
,8: No response,18,5.6
,Total,317,100.0
