col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,01: No,,9619,,,48.9,,
,,02: Yes,,9307,,,47.3,,
,,98: Don’t Know/Can’t Say,,737,,,3.7,,
,,Total,,19663,,,100.0,,
