col_0,col_1,N,(%),Valid (%)
,8: No response,1027,4.2,8.7
,Total,11760,48.5,100.0
Missing,9: N.A.,434,1.8,
,System,12041,49.7,
,Total,12475,51.5,
Total,,24235,100.0,
