col_0,col_1,N,(%)
,1: Cemtral government,1742,17.4
,2: State government,1966,19.6
,3: Both,3984,39.8
,4: Neither,425,4.2
,5: Farmers themselves,311,3.1
,7: Can't say,1109,11.1
,8: No response,473,4.7
,Total,10010,100.0
