col_0,col_1,N,(%)
,"01: Up to 1,000",481,2.0
,"02: 1,001 to 2,000",730,3.0
,"03: 2,001 to 3,000",1409,5.8
,"04: 3,001 to 5,000",2497,10.3
,"05: 5,001 to 7,500",3542,14.6
,"06: 7,501 to 10,000",4429,18.3
,"07: 10,001 to 15,000",4165,17.2
,"08: 15,001 to 20,000",2260,9.3
,"09: 20,001 to 30,000",1586,6.5
,"10: 30,001 to 50,000",1018,4.2
,"11: Over 50,000",573,2.4
,98: No answer,1545,6.4
,Total,24235,100.0
