col_0,col_1,N,(%),Valid (%)
Valid,1: No,130,23.7,69.5
,2: Yes,38,7.0,20.5
,7: Can't say,6,1.1,3.3
,8: No response,12,2.3,6.7
,Total,187,34.1,100.0
Missing,9: N.A.,361,65.9,
Total,,548,100.0,
