col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,01: Yes,,3837,,,38.3,,
,,02: No,,2742,,,27.4,,
,,98: Don‟t know,,3440,,,34.3,,
,,Total,,10019,,,100.0,,
