col_0,col_1,N,(%)
,1: A lot,54,5.8
,2: Somewhat,229,24.7
,3: Very little,233,25.1
,4: Don’t like at all,252,27.1
,7: Can't say,131,14.1
,8: No response,30,3.2
,Total,929,100.0
