col_0,col_1,N,(%),Valid (%)
Valid,1: Fully support,15,4.0,6.4
,2: Somewhat support,6,1.7,2.7
,3: Somewhat oppose,20,5.7,9.0
,4: Fully oppose,182,50.7,80.1
,8: No response,4,1.1,1.7
,Total,227,63.3,100.0
Missing,9: N.A.,132,36.7,
Total,,358,100.0,
