col_0,col_1,N,(%),Valid (%)
Valid,1: Highly nationalist,2987,12.3,24.5
,2: Somewhat nationalist,2994,12.4,24.5
,3: Not much nationalist,1557,6.4,12.8
,4: Not at all nationalist,1098,4.5,9.0
,7: Can't say,2269,9.4,18.6
,8: No response,1290,5.3,10.6
,Total,12194,50.3,100.0
Missing,System,12041,49.7,
