col_0,col_1,N,(%),Valid (%)
Valid,1: Highly nationalist,3237,13.4,26.5
,2: Somewhat nationalist,2925,12.1,24.0
,3: Not much nationalist,1645,6.8,13.5
,4: Not at all nationalist,1360,5.6,11.2
,7: Can't say,1880,7.8,15.4
,8: No response,1148,4.7,9.4
,Total,12194,50.3,100.0
Missing,System,12041,49.7,
Total,,24235,100.0,
