col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,01: Fully agree,,6700,,,34.1,,
,,02: Somewhat agree,,6508,,,33.1,,
,,03: Somewhat disagree,,2780,,,14.1,,
,,04: Fully disagree,,1540,,,7.8,,
,,98: Don’t Know/Can’t Say,,2134,,,10.9,,
,,Total,,19663,,,100.0,,
