col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,01: Fully agree,,4192,,,21.3,,
,,02: Somewhat agree,,6623,,,33.7,,
,,03: Somewhat disagree,,4175,,,21.2,,
,,04: Fully disagree,,2801,,,14.2,,
,,98: Don’t Know/Can’t Say,,1872,,,9.5,,
,,Total,,19663,,,100.0,,
