col_0,col_1,N,(%),Valid (%)
Valid,1: House/Flat/Bunglow,337,3.4,10.3
,2: House/Flat with 5 or more rooms,227,2.3,7.0
,3: House/Flat with 4 rooms,446,4.5,13.7
