col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,11: Post-Graduation completed,,631,,,3.2,,
,,"12: Higher degree (MPhil, PhD)",,88,,,.4,,
,,97: Any other,,74,,,.4,,
,,98: No response,,350,,,1.8,,
,,Total,,19663,,,100.0,,
