col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,01: Daily,,4248,,,21.6,,
,,02: Weekly,,6034,,,30.7,,
,,03: On festivals,,4435,,,22.6,,
,,04: Very rarely,,2700,,,13.7,,
,,05: Never,,1447,,,7.4,,
,,98: No response,,799,,,4.1,,
,,Total,,19663,,,100.0,,
