col_0,col_1,N,(%),Valid (%)
Valid,1: No,174,42.6,63.8
,2: Yes,98,23.9,35.8
,8: No response,1,.3,.4
,Total,273,66.7,100.0
Missing,9: N.A.,136,33.3,
Total,,409,100.0,
