col_0,col_1,N,(%)
,1: Very likely,6690,66.8
,2: Somewhat likely,2200,22.0
,3: Less likely,450,4.5
,4: Not at all likely,198,2.0
,7: Don't know,327,3.3
,8: No response,146,1.5
,Total,10010,100.0
