col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,01: Should deposit money,,4012,,,20.4,,
,,02: Give wheat / rice etc,,6138,,,31.2,,
,,03: Should do both,,7108,,,36.1,,
,,04: Should do neither,,1124,,,5.7,,
,,98: Can’t say/ Don’t Know,,1281,,,6.5,,
