col_0,col_1,N,(%),Valid (%)
Valid,1: Agree with Statement 1,1827,7.5,15.0
,2: Agree with Statement 2,9289,38.3,76.2
,7: Can't say,586,2.4,4.8
,8: No response,492,2.0,4.0
,Total,12194,50.3,100.0
Missing,System,12041,49.7,
Total,,24235,100.0,
