col_0,col_1,N,(%),Valid (%)
,2: Yes,4590,18.9,38.2
,7: Can't say,2521,10.4,21.0
,8: No response,454,1.9,3.8
,Total,12008,49.5,100.0
Missing,9: Not applicable,12227,50.5,
Total,,24235,100.0,
