col_0,col_1,N,(%),Valid (%)
Valid,"1: Yes, prefer basic income",4322,17.8,35.9
,"2: No, schemes should continue",2741,11.3,22.8
,3: Either way not a problem,1611,6.6,13.4
,7: Don't know,2019,8.3,16.8
