col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,"05: 30,001 to 50,000",,1179,,,11.8,,
,,"06: 50,001 to 80,000",,474,,,4.7,,
,,"07: 80,000 to 1 lakh",,164,,,1.6,,
,,08: 1 lakh to 2 lakh,,128,,,1.3,,
,,09: 2 lakh and above,,41,,,.4,,
,,98: No answer,,702,,,7.0,,
,,Total,,10019,,,100.0,,
