col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,"01: Up to 2,000",,1105,,,5.6,,
,,"02: 2,001 to 5,000",,3431,,,17.4,,
,,"03: 5,001to 10,000",,6694,,,34.0,,
,,"04: 10,001 to 30,000",,5769,,,29.3,,
,,"05: 30,001 to 50,000",,961,,,4.9,,
,,"06: 50,001 to 80,000",,224,,,1.1,,
,,"07: 80,000 to 1 lakh",,61,,,.3,,
,,08: 1 lakh to 2 lakh,,27,,,.1,,
,,09: 2 lakh and above,,9,,,.0,,
,,98: No answer,,1382,,,7.0,,
,,Total,,19663,,,100.0,,
