col_0,col_1,N,(%),Valid (%)
Valid,1: Air Force,7713,31.8,41.8
,2: Modi government,3776,15.6,20.5
,3: Both,5391,22.2,29.2
,4: Neither,277,1.1,1.5
,7: Can't say,848,3.5,4.6
,8: No response,453,1.9,2.5
