col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,01: Fully agree,,3916,,,19.9,,
,,02: Somewhat agree,,5951,,,30.3,,
,,03: Somewhat disagree,,3554,,,18.1,,
,,04: Fully disagree,,3548,,,18.0,,
,,98: Don’t Know/Can’t Say,,2695,,,13.7,,
,,Total,,19663,,,100.0,,
