col_0,col_1,N,(%),Valid (%)
Valid,1: Scheduled Caste (SC),4506,18.6,18.7
,2: Scheduled Tribe (ST),2325,9.6,9.7
,3: Other Backward Classes (OBC),10568,43.6,43.9
,4: Other,6666,27.5,27.7
,Total,24065,99.3,100.0
Missing,9: N.A.,170,.7,
Total,,24235,100.0,
