col_0,col_1,N,(%)
,1: Like a lot,509,31.4
,2: Like somewhat,503,31.0
,3: Like somewhat,357,22.0
,4: Don’t like at all,181,11.2
,8: No response,71,4.4
,Total,1621,100.0
