col_0,col_1,N,(%),Valid (%)
Valid,001: INC,164,21.2,22.0
,002: BJP,411,53.0,55.2
,003: BSP,1,.1,.1
,006: NCP,1,.2,.2
,996: Can't say,118,15.2,15.8
,998: No response,50,6.5,6.7
,Total,745,96.0,100.0
Missing,995: Did not vote,31,4.0,
Total,,776,100.0,
