col_0,col_1,N,(%)
,1: Like a lot,305,55.3
,2: Like somewhat,98,17.7
,3: Like somewhat,40,7.2
,4: Don’t like at all,100,18.1
,8: No response,9,1.6
,Total,552,100.0
