col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,01: Being Used for political vendetta,,3525,,,35.2,,
,,02: Working within the bounds of the law,,3127,,,31.2,,
,,98: Don‟t know,,3367,,,33.6,,
,,Total,,10019,,,100.0,,
