col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,01: Increased,,5524,,,55.1,,
,,02: Decreased,,1900,,,19.0,,
,,03: Stayed the same,,1862,,,18.6,,
,,98: Don‟t know,,732,,,7.3,,
,,Total,,10019,,,100.0,,
