col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,01: Increased,,6433,,,32.7,,
,,02: Decreased,,5911,,,30.1,,
,,03: Remained Same,,5529,,,28.1,,
,,98: No response,,1789,,,9.1,,
,,Total,,19663,,,100.0,,
