col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,01: Great extent,,1602,,,16.0,,
,,02: Some extent,,3320,,,33.1,,
,,03: Not much,,1810,,,18.1,,
,,04: Not at all,,2216,,,22.1,,
,,98: Don‟t know,,1071,,,10.7,,
,,Total,,10019,,,100.0,,
