col_0,col_1,N,(%)
,1: A lot,188,20.9
,2: Somewhat,364,40.5
,3: Very little,156,17.3
,4: Don’t like at all,166,18.4
,7: Can't say,16,1.8
,8: No response,10,1.1
,Total,900,100.0
