col_0,col_1,N,(%),Valid (%)
Valid,1: Being Young in age,874,3.6,7.3
,2: Being Inclusive & Secular,1253,5.2,10.4
,3: Being Decisive,1231,5.1,10.2
,4: Being Experienced,1520,6.3,12.6
,5: Being Honest,3914,16.2,32.5
,6: Being a Consensus builder,470,1.9,3.9
,7: Being a Good Orator,448,1.9,3.7
,8: None,650,2.7,5.4
,9: Can't say/No response,1681,6.9,14.0
,Total,12041,49.7,100.0
Missing,System,12194,50.3,
Total,,24235,100.0,
