col_0,col_1,N,(%)
,1: Fully satisfied,2658,26.6
,2: Somewhat satisfied,3317,33.1
,3: Somewhat dissatisfied,1888,18.9
,4: Fully dissatisfied,1506,15.0
,8: No response,641,6.4
,Total,10010,100.0
