col_0,col_1,N,(%),Valid (%)
Valid,001: INC,44,8.0,23.4
,002: BJP,57,10.4,30.5
,998: No response,86,15.7,46.1
,Total,187,34.1,100.0
Missing,999: N.A.,361,65.9,
Total,,548,100.0,
