col_0,col_1,N,(%)
,1: Like a lot,268,51.6
,2: Like somewhat,79,15.2
,3: Like somewhat,90,17.3
,4: Don’t like at all,64,12.3
,8: No response,19,3.6
,Total,519,100.0
