col_0,col_1,N,(%)
,1: Very important,1376,79.4
,2: Somewhat important,192,11.1
,3: Not much important,64,3.7
,4: Not at all important,27,1.5
,7: Can't say,8,.5
,8 8: No response,65,3.8
,Total,1732,100.0
