col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,1: Male,,5231,,,52.2,,
,,2: Female,,4786,,,47.8,,
,,3: Others,,2,,,.0,,
,,Total,,10019,,,100.0,,
