col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,01: Creation of employment opportunities,,1095,,,5.6,,
,,02: Reduction of poverty,,1261,,,6.4,,
,,03: Construction of Ram Mandir,,4410,,,22.4,,
,,04: Strengthening Indian culture,,362,,,1.8,,
,,05: Promoting Hindutva/ Sanatan Dharma,,820,,,4.2,,
,,06: Helping Economically Weaker Sections,,631,,,3.2,,
,,07: Promoting India’s international/global image,,656,,,3.3,,
,,08: Enacting Citizenship Amendment Act,,174,,,.9,,
