col_0,col_1,N,(%),Valid (%)
Valid,1: Farmers/cattle owners,635,23.5,26.2
,2: Government,1333,49.3,54.9
,3: Cow slaughter ban,137,5.1,5.7
,4: Violence in the name of cow,79,2.9,3.3
,5: Other answer,20,.7,.8
,7: Can't say,148,5.5,6.1
,8: No response,76,2.8,3.1
,Total,2430,89.8,100.0
Missing,9: N.A.,276,10.2,
Total,,2705,100.0,
