col_0,col_1,N,(%)
,01: H.D. Kumaraswamy (JDS),98,10.3
,02: B. S. Yeddyurappa (BJP),365,38.2
,03: Siddaramaiah (Cong),213,22.4
,04: D K Shivakumar (Cong),24,2.5
,05: Mallikarjuna Kharge (JDS),4,.4
,07: Anant Kumar Hegde (BJP),1,.1
,08: Veerappa Moily (Cong),2,.2
,09: Shobha Karandlaje (BJP),2,.2
,11: B Sreeramulu (BJP),2,.2
,12: R V Deshpande (Cong),1,.1
,25: Other Cong leaders,6,.6
,26: Other BJP leaders,7,.7
