col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,01: Village,,13567,,,69.0,,
,,"02: Town (50,000-1 lakh )",,2256,,,11.5,,
,,03: Small City ( 1-5 lakh),,1210,,,6.2,,
