col_0,col_1,N,(%)
,1: A lot,305,31.9
,2: Somewhat,308,32.2
,3: Very little,193,20.2
,4: Don’t like at all,107,11.2
,7: Can't say,32,3.4
,8: No response,10,1.1
,Total,954,100.0
