col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,"01: In government jobs, in the SC category, only Hindus should be given reservations",,1916,,,19.1,,
,,"02: In government jobs, in the SC category, both Hindus and Muslims should be given reservations",,5697,,,56.9,,
,,98: Don‟t know,,2407,,,24.0,,
,,Total,,10019,,,100.0,,
