col_0,col_1,N,(%)
,1: A lot,351,36.8
,2: Somewhat,195,20.5
,3: Very little,173,18.1
,4: Don’t like at all,204,21.4
,7: Can't say,11,1.2
,8: No response,19,2.0
,Total,954,100.0
