col_0,col_1,N,(%)
,1: Fully like,45,5.7
,2: Somewhat like,178,23.0
,3: Somewhat dislike,207,26.7
,4: Fully dislike,232,29.9
,8: Can't say,47,6.0
,9: No response,67,8.7
,Total,776,100.0
