col_0,col_1,N,(%),Valid (%)
Valid,1: No,21,3.3,57.7
,2: Yes,13,2.0,34.7
,7: Can't say,3,.4,7.6
,Total,37,5.7,100.0
Missing,9: N.A.,611,94.3,
Total,,648,100.0,
