col_0,col_1,N,(%)
,1: A lot,2,.4
,2: Somewhat,76,15.3
,3: Very little,82,16.5
,4: Don’t like at all,227,45.5
,7: Can't say,68,13.6
,8: No response,43,8.7
,Total,498,100.0
