col_0,col_1,N,(%)
,1: A lot,134,8.0
,2: Somewhat,383,23.0
,3: Very little,330,19.8
,4: Don’t like at all,425,25.5
,7: Can't say,191,11.4
,8: No response,205,12.3
,Total,1667,100.0
