col_0,col_1,N,(%)
,1: A lot,164,13.6
,2: Somewhat,429,35.7
,3: Very little,294,24.5
,4: Don’t like at all,225,18.7
,7: Can't say,60,5.0
,8: No response,29,2.4
,Total,1201,100.0
