col_0,col_1,N,(%)
,1: Like a lot,24,7.7
,2: Like somewhat,114,35.9
,3: Like somewhat,130,41.1
,4: Don’t like at all,24,7.5
,8: No response,25,7.8
,Total,317,100.0
