col_0,col_1,N,(%)
,1: A lot,59,7.6
,2: Somewhat,274,35.4
,3: Very little,233,30.1
,4: Don’t like at all,182,23.4
,7: Can't say,14,1.8
,8: No response,13,1.7
,Total,775,100.0
