col_0,col_1,N,(%)
,1: Like a lot,53,6.9
,2: Like somewhat,111,14.5
,3: Like somewhat,109,14.1
,4: Don’t like at all,283,36.9
,8: No response,212,27.6
,Total,768,100.0
