col_0,col_1,N,(%)
,1: A lot,41,3.6
,2: Somewhat,205,18.3
,3: Very little,206,18.4
,4: Don’t like at all,316,28.2
,7: Can't say,210,18.8
,8: No response,143,12.7
,Total,1121,100.0
