col_0,col_1,N,(%),Valid (%)
Valid,1: No,7467,30.8,62.0
,2: Yes,3344,13.8,27.8
,7: Can't say,428,1.8,3.6
,8: No response,801,3.3,6.7
,Total,12041,49.7,100.0
Missing,System,12194,50.3,
Total,,24235,100.0,
