col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,"001: The demands of farmers are genuine, and they have the right to protest",,5928,,,59.2,,
,,002: The farmer‟s protest is a well-orchestrated conspiracy against the government,,1593,,,15.9,,
,,098: Don‟t know,,1390,,,13.9,,
,,099: Not aware of Farmer‟s protest in Delhi,,530,,,5.3,,
,,100: Not aware of demands of the farmers,,577,,,5.8,,
,,Total,,10019,,,100.0,,
